name,brand,notes,citrus,woody,fresh_spicy,sweet,fruity
Chanel Bleu de Chanel Extreme,Chanel,cinnamon benzoin,9,2,63,26,0
Chanel Bleu de Chanel Elixir,Chanel,saffron cashmeran apricot plum agarwood,4,46,17,12,21
Chanel Bleu de Chanel Cologne,Chanel,sour_cherry apple ambroxan papyrus,0,42,5,8,45
Chanel Bleu de Chanel Limited Edition,Chanel,neroli cherry_liqueur lime,40,6,1,10,43
Chanel Allure Homme Sport,Chanel,orange oud melon peach caramel,28,15,3,22,32
Chanel Allure Homme Sport Intense,Chanel,orange agarwood amberwood,27,40,10,12,11
Chanel Allure Homme Sport Parfum,Chanel,praline fig lavender chocolate,7,8,17,26,42
Chanel Allure Homme Sport Eau de Parfum,Chanel,bergamot mint oud black_cherry rosewood raspberry sage vetiver,50,20,16,0,14
Chanel Allure Homme Sport Extreme,Chanel,ambroxan sour_cherry pineapple patchouli rosewood coffee,5,28,5,27,35
Chanel Allure Homme Sport Elixir,Chanel,black_pepper pineapple amber rosewood benzoin agarwood,0,18,17,51,14
Chanel Allure Homme Sport Cologne,Chanel,cedarwood orange mint yuzu,40,18,30,10,2
Chanel Allure Homme Sport Limited Edition,Chanel,ambroxan melon grapefruit neroli vetiver agarwood,27,30,8,10,25
Chanel Platinum Egoiste,Chanel,mandarin ginger oakmoss saffron lime benzoin vetiver,14,38,17,30,1
Chanel Platinum Egoiste Intense,Chanel,birch chocolate yuzu,19,53,6,14,8
Chanel Platinum Egoiste Parfum,Chanel,nutmeg ginger sandalwood apple melon agarwood ambergris,4,45,22,6,23
Chanel Platinum Egoiste Eau de Parfum,Chanel,mandarin patchouli cloves grapefruit,56,29,14,0,1
Chanel Platinum Egoiste Extreme,Chanel,patchouli sage mint papyrus caramel coffee,9,20,30,32,9
Chanel Platinum Egoiste Elixir,Chanel,tonka_bean lemon petitgrain fig raspberry vetiver papyrus caramel,19,21,1,20,39
Chanel Platinum Egoiste Cologne,Chanel,nutmeg cashmeran fig mint licorice,9,26,21,16,28
Chanel Platinum Egoiste Limited Edition,Chanel,nutmeg bergamot fig petitgrain lavender,28,4,41,7,20
Chanel Antaeus,Chanel,blackcurrant cedarwood pineapple petitgrain lime mint papyrus,15,29,20,1,35
Chanel Antaeus Intense,Chanel,bergamot cacao birch pineapple cedar lime papyrus,28,15,7,31,19
Chanel Antaeus Parfum,Chanel,pear tonka_bean,10,11,4,19,56
Chanel Antaeus Eau de Parfum,Chanel,cinnamon rosewood orange cardamom,49,30,16,0,5
Chanel Antaeus Extreme,Chanel,tonka_bean oud pineapple vetiver coconut,4,60,6,15,15
Chanel Antaeus Elixir,Chanel,sage licorice caramel,3,5,13,77,2
Chanel Antaeus Cologne,Chanel,cedarwood sandalwood melon blackberry cinnamon benzoin cloves chocolate ambergris,0,30,18,25,27
Chanel Antaeus Limited Edition,Chanel,blackberry lemon cherry_liqueur petitgrain,58,10,3,1,28
Chanel No 5,Chanel,mandarin dried_fruits honey lime,39,11,11,21,18
Chanel No 5 Intense,Chanel,oud oakmoss pineapple petitgrain rosewood grapefruit coconut chocolate,16,33,8,30,13
Chanel No 5 Parfum,Chanel,black_pepper oakmoss sandalwood lemon melon,41,13,19,5,22
Chanel No 5 Eau de Parfum,Chanel,cardamom bergamot agarwood cloves,53,27,15,0,5
Chanel No 5 Extreme,Chanel,amber petitgrain coffee grapefruit,30,11,3,55,1
Chanel No 5 Elixir,Chanel,mandarin sage lavender pear,21,4,46,7,22
Chanel No 5 Cologne,Chanel,pear dried_fruits bergamot lime,40,8,3,4,45
Chanel No 5 Limited Edition,Chanel,raspberry apple patchouli cashmeran,4,51,9,11,25
Chanel Coco Mademoiselle,Chanel,tonka_bean pear pineapple praline neroli,39,7,1,15,38
Chanel Coco Mademoiselle Intense,Chanel,blackcurrant pink_pepper pear cedar patchouli cinnamon licorice papyrus,3,38,27,16,16
Chanel Coco Mademoiselle Parfum,Chanel,praline ambroxan licorice saffron,3,53,22,21,1
Chanel Coco Mademoiselle Eau de Parfum,Chanel,vetiver oud petitgrain lime,53,39,6,0,2
Chanel Coco Mademoiselle Extreme,Chanel,papyrus orange black_cherry oud,16,29,6,8,41
Chanel Coco Mademoiselle Elixir,Chanel,oud saffron praline cloves coffee,4,44,24,25,3
Chanel Coco Mademoiselle Cologne,Chanel,birch sandalwood lemon petitgrain chocolate coffee,14,13,6,63,4
Chanel Coco Mademoiselle Limited Edition,Chanel,cacao fig rosewood blackberry benzoin,8,38,1,15,38
Chanel Chance,Chanel,bergamot yuzu oakmoss sandalwood raspberry sage lavender ambergris,16,25,22,1,36
Chanel Chance Intense,Chanel,oakmoss lime grapefruit cinnamon cloves,45,14,29,12,0
Chanel Chance Parfum,Chanel,ginger ambroxan nutmeg petitgrain,36,29,24,5,6
Chanel Chance Eau de Parfum,Chanel,bergamot orange cedar rosewood agarwood,64,27,5,0,4
Chanel Chance Extreme,Chanel,tonka_bean lavender cedarwood neroli agarwood,24,28,22,17,9
Chanel Chance Elixir,Chanel,ambroxan sour_cherry black_cherry cedar praline papyrus caramel,4,24,8,13,51
Chanel Chance Cologne,Chanel,pear lemon lime apricot cardamom,19,2,28,5,46
Chanel Chance Limited Edition,Chanel,blackcurrant mandarin cedarwood pineapple cashmeran cardamom grapefruit sage papyrus,25,17,39,6,13
Chanel Allure Sensuelle,Chanel,mandarin benzoin vanilla sour_cherry,34,5,3,20,38
Chanel Allure Sensuelle Intense,Chanel,sour_cherry licorice amber,9,11,3,62,15
Chanel Allure Sensuelle Parfum,Chanel,pear melon lime grapefruit,20,7,5,5,63
Chanel Allure Sensuelle Eau de Parfum,Chanel,neroli orange lavender,62,11,18,0,9
Chanel Allure Sensuelle Extreme,Chanel,saffron cloves yuzu,17,5,62,4,12
Chanel Allure Sensuelle Elixir,Chanel,vanilla saffron blackberry,3,5,55,16,21
Chanel Allure Sensuelle Cologne,Chanel,bergamot amberwood petitgrain,36,48,7,5,4
Chanel Allure Sensuelle Limited Edition,Chanel,cloves chocolate,12,12,19,55,2
Chanel Pour Monsieur,Chanel,ginger pear lemon cedar fig patchouli rosewood grapefruit lavender,40,28,16,3,13
Chanel Pour Monsieur Intense,Chanel,cherry_liqueur cacao coffee,6,3,4,70,17
Chanel Pour Monsieur Parfum,Chanel,bergamot yuzu oakmoss cashmeran honey praline,20,21,6,51,2
Chanel Pour Monsieur Eau de Parfum,Chanel,mandarin cloves black_pepper,70,10,16,0,4
Chanel Pour Monsieur Extreme,Chanel,bergamot cedarwood vanilla amberwood licorice papyrus,14,41,12,33,0
Chanel Pour Monsieur Elixir,Chanel,apple rosewood dried_fruits cinnamon licorice agarwood coffee,12,15,36,19,18
Chanel Pour Monsieur Cologne,Chanel,sour_cherry benzoin lime petitgrain,18,6,12,30,34
Chanel Pour Monsieur Limited Edition,Chanel,yuzu petitgrain apricot dried_fruits praline benzoin,42,9,0,16,33
Chanel Sycomore,Chanel,mandarin raspberry,57,6,9,0,28
Chanel Sycomore Intense,Chanel,mandarin chocolate amber grapefruit,13,6,2,72,7
Chanel Sycomore Parfum,Chanel,ginger oakmoss patchouli vanilla melon raspberry,10,14,34,17,25
Chanel Sycomore Eau de Parfum,Chanel,yuzu cedar grapefruit sage lavender,49,22,19,0,10
Chanel Sycomore Extreme,Chanel,vetiver licorice amberwood,12,50,8,24,6
Chanel Sycomore Elixir,Chanel,raspberry mandarin cedarwood birch melon grapefruit praline papyrus,30,20,8,14,28
Chanel Sycomore Cologne,Chanel,black_cherry cedar amberwood vetiver coconut,5,57,5,9,24
Chanel Sycomore Limited Edition,Chanel,pink_pepper amber pepper,9,6,52,31,2
Jean Paul Gaultier Le Male,Jean Paul Gaultier,birch orange nutmeg cardamom,35,23,35,1,6
Jean Paul Gaultier Le Male Intense,Jean Paul Gaultier,ambroxan nutmeg cherry_liqueur petitgrain plum amberwood neroli,39,14,14,11,22
Jean Paul Gaultier Le Male Parfum,Jean Paul Gaultier,lemon saffron amber lime cherry_liqueur plum coffee,14,2,29,36,19
Jean Paul Gaultier Le Male Eau de Parfum,Jean Paul Gaultier,ambroxan bergamot oud grapefruit papyrus,66,17,5,0,12
Jean Paul Gaultier Le Male Extreme,Jean Paul Gaultier,raspberry black_cherry yuzu ambergris,49,14,5,10,22
Jean Paul Gaultier Le Male Elixir,Jean Paul Gaultier,apricot papyrus saffron,5,19,40,2,34
Jean Paul Gaultier Le Male Cologne,Jean Paul Gaultier,ginger birch amberwood cinnamon ambergris,10,23,49,11,7
Jean Paul Gaultier Le Male Limited Edition,Jean Paul Gaultier,nutmeg saffron lime vanilla dried_fruits grapefruit,25,4,30,19,22
Jean Paul Gaultier Ultra Male,Jean Paul Gaultier,mandarin orange saffron,31,3,54,1,11
Jean Paul Gaultier Ultra Male Intense,Jean Paul Gaultier,mint orange lime,52,11,17,11,9
Jean Paul Gaultier Ultra Male Parfum,Jean Paul Gaultier,blackcurrant melon caramel yuzu,26,6,7,17,44
Jean Paul Gaultier Ultra Male Eau de Parfum,Jean Paul Gaultier,sage bergamot cedar petitgrain,59,23,17,0,1
Jean Paul Gaultier Ultra Male Extreme,Jean Paul Gaultier,vanilla cloves black_pepper coffee,9,4,47,29,11
Jean Paul Gaultier Ultra Male Elixir,Jean Paul Gaultier,pink_pepper oud saffron cedar lime dried_fruits blackberry,17,13,20,11,39
Jean Paul Gaultier Ultra Male Cologne,Jean Paul Gaultier,coconut cherry_liqueur amber,0,7,5,34,54
Jean Paul Gaultier Ultra Male Limited Edition,Jean Paul Gaultier,ginger lemon,38,10,38,12,2
Jean Paul Gaultier Le Male Elixir Intense,Jean Paul Gaultier,oakmoss agarwood cherry_liqueur blackberry,0,40,0,12,48
Jean Paul Gaultier Le Male Elixir Parfum,Jean Paul Gaultier,vetiver pineapple coconut lime,20,23,4,10,43
Jean Paul Gaultier Le Male Elixir Eau de Parfum,Jean Paul Gaultier,nutmeg petitgrain lime,64,10,17,0,9
Jean Paul Gaultier Le Male Elixir Extreme,Jean Paul Gaultier,bergamot sour_cherry pineapple amber sage coffee,38,11,15,20,16
Jean Paul Gaultier Le Male Elixir Elixir,Jean Paul Gaultier,cherry_liqueur oakmoss cedar blackberry,9,57,8,8,18
Jean Paul Gaultier Le Male Elixir Cologne,Jean Paul Gaultier,birch oud praline coffee ambergris,9,33,6,46,6
Jean Paul Gaultier Le Male Elixir Limited Edition,Jean Paul Gaultier,pear cedarwood oud lemon raspberry vetiver,47,25,10,0,18
Jean Paul Gaultier Le Beau,Jean Paul Gaultier,cedarwood orange amberwood neroli vetiver,58,26,11,0,5
Jean Paul Gaultier Le Beau Intense,Jean Paul Gaultier,neroli patchouli yuzu,60,26,12,0,2
Jean Paul Gaultier Le Beau Parfum,Jean Paul Gaultier,mandarin lemon,71,11,11,0,7
Jean Paul Gaultier Le Beau Eau de Parfum,Jean Paul Gaultier,mandarin coconut birch cherry_liqueur,49,29,8,0,14
Jean Paul Gaultier Le Beau Extreme,Jean Paul Gaultier,bergamot cedarwood oud cardamom grapefruit,49,31,19,0,1
Jean Paul Gaultier Le Beau Elixir,Jean Paul Gaultier,ginger lemon yuzu,66,6,19,0,9
Jean Paul Gaultier Le Beau Cologne,Jean Paul Gaultier,pepper mandarin lime patchouli amberwood lavender,61,22,15,0,2
Jean Paul Gaultier Le Beau Limited Edition,Jean Paul Gaultier,pepper cashmeran grapefruit cinnamon papyrus agarwood,64,19,16,0,1
Jean Paul Gaultier Scandal,Jean Paul Gaultier,sandalwood cedar amber rosewood praline,9,14,11,62,4
Jean Paul Gaultier Scandal Intense,Jean Paul Gaultier,oakmoss caramel sandalwood amber,1,30,2,61,6
Jean Paul Gaultier Scandal Parfum,Jean Paul Gaultier,tonka_bean mint cacao sandalwood vetiver ambergris,0,15,14,62,9
Jean Paul Gaultier Scandal Eau de Parfum,Jean Paul Gaultier,praline agarwood coffee ambergris,2,26,0,69,3
Jean Paul Gaultier Scandal Extreme,Jean Paul Gaultier,vanilla caramel lemon grapefruit,13,3,12,71,1
Jean Paul Gaultier Scandal Elixir,Jean Paul Gaultier,oakmoss amber vetiver papyrus coffee,1,18,4,65,12
Jean Paul Gaultier Scandal Cologne,Jean Paul Gaultier,honey coffee petitgrain,13,0,3,79,7
Jean Paul Gaultier Scandal Limited Edition,Jean Paul Gaultier,honey ambroxan oud amberwood,6,32,1,60,1
Jean Paul Gaultier Scandal Pour Homme,Jean Paul Gaultier,chocolate ambergris,3,14,2,78,3
Jean Paul Gaultier Scandal Pour Homme Intense,Jean Paul Gaultier,caramel tonka_bean,6,0,10,79,5
Jean Paul Gaultier Scandal Pour Homme Parfum,Jean Paul Gaultier,cacao cedarwood agarwood,4,28,5,58,5
Jean Paul Gaultier Scandal Pour Homme Eau de Parfum,Jean Paul Gaultier,apple caramel,12,10,5,60,13
Jean Paul Gaultier Scandal Pour Homme Extreme,Jean Paul Gaultier,ambroxan oud caramel amber,1,30,2,66,1
Jean Paul Gaultier Scandal Pour Homme Elixir,Jean Paul Gaultier,tonka_bean cedarwood agarwood,5,21,5,58,11
Jean Paul Gaultier Scandal Pour Homme Cologne,Jean Paul Gaultier,cacao blackcurrant,3,0,11,75,13
Jean Paul Gaultier Scandal Pour Homme Limited Edition,Jean Paul Gaultier,licorice vanilla bergamot petitgrain,14,2,5,74,5
Jean Paul Gaultier Kokorico,Jean Paul Gaultier,ambroxan cherry_liqueur fig rosewood vetiver,12,15,3,3,67
Jean Paul Gaultier Kokorico Intense,Jean Paul Gaultier,mandarin ginger lemon blackberry sage licorice chocolate,26,8,19,31,16
Jean Paul Gaultier Kokorico Parfum,Jean Paul Gaultier,neroli apple tonka_bean cherry_liqueur,24,7,2,50,17
Jean Paul Gaultier Kokorico Eau de Parfum,Jean Paul Gaultier,mandarin birch sandalwood melon lavender,55,17,14,0,14
Jean Paul Gaultier Kokorico Extreme,Jean Paul Gaultier,mandarin ambroxan lemon praline,57,15,5,18,5
Jean Paul Gaultier Kokorico Elixir,Jean Paul Gaultier,cacao sage mint yuzu,22,11,15,51,1
Jean Paul Gaultier Kokorico Cologne,Jean Paul Gaultier,caramel cherry_liqueur dried_fruits cardamom grapefruit neroli mint chocolate,15,9,15,31,30
Jean Paul Gaultier Kokorico Limited Edition,Jean Paul Gaultier,nutmeg birch honey agarwood coffee ambergris,1,56,15,20,8
Jean Paul Gaultier Gaultier 2,Jean Paul Gaultier,ginger bergamot chocolate yuzu,17,12,45,24,2
Jean Paul Gaultier Gaultier 2 Intense,Jean Paul Gaultier,neroli tonka_bean rosewood agarwood,40,25,6,23,6
Jean Paul Gaultier Gaultier 2 Parfum,Jean Paul Gaultier,nutmeg lemon grapefruit cloves agarwood,13,29,44,6,8
Jean Paul Gaultier Gaultier 2 Eau de Parfum,Jean Paul Gaultier,sour_cherry oakmoss oud petitgrain grapefruit mint lavender,55,17,15,0,13
Jean Paul Gaultier Gaultier 2 Extreme,Jean Paul Gaultier,ambroxan bergamot pink_pepper oakmoss lime,17,19,48,6,10
Jean Paul Gaultier Gaultier 2 Elixir,Jean Paul Gaultier,cinnamon cherry_liqueur lime,37,9,22,7,25
Jean Paul Gaultier Gaultier 2 Cologne,Jean Paul Gaultier,ginger caramel tonka_bean pepper,7,6,58,22,7
Jean Paul Gaultier Gaultier 2 Limited Edition,Jean Paul Gaultier,ambroxan pink_pepper lemon cherry_liqueur rosewood licorice coffee,23,22,17,23,15
Paco Rabanne One Million,Paco Rabanne,bergamot apricot rosewood honey benzoin vetiver ambergris,22,20,1,22,35
Paco Rabanne One Million Intense,Paco Rabanne,bergamot tonka_bean pear petitgrain blackberry,34,4,3,43,16
Paco Rabanne One Million Parfum,Paco Rabanne,rosewood oud amberwood chocolate,7,57,8,16,12
Paco Rabanne One Million Eau de Parfum,Paco Rabanne,papyrus lemon cashmeran amberwood,52,38,6,0,4
Paco Rabanne One Million Extreme,Paco Rabanne,amber pepper,12,2,57,27,2
Paco Rabanne One Million Elixir,Paco Rabanne,pink_pepper honey blackberry cinnamon licorice,6,5,18,54,17
Paco Rabanne One Million Cologne,Paco Rabanne,cacao birch sandalwood amber,4,64,2,29,1
Paco Rabanne One Million Limited Edition,Paco Rabanne,mandarin cardamom,45,10,32,7,6
Paco Rabanne One Million Elixir Intense,Paco Rabanne,ginger cedarwood cacao sandalwood plum vetiver licorice,9,14,37,26,14
Paco Rabanne One Million Elixir Parfum,Paco Rabanne,mandarin apricot plum vanilla cinnamon benzoin,40,3,13,27,17
Paco Rabanne One Million Elixir Eau de Parfum,Paco Rabanne,oud cashmeran saffron amberwood grapefruit neroli,53,33,13,0,1
Paco Rabanne One Million Elixir Extreme,Paco Rabanne,cinnamon patchouli,8,22,58,9,3
Paco Rabanne One Million Elixir Elixir,Paco Rabanne,mint sour_cherry rosewood praline vetiver papyrus caramel,3,14,29,41,13
Paco Rabanne One Million Elixir Cologne,Paco Rabanne,pepper cashmeran amber fig plum cardamom vetiver ambergris,1,17,17,42,23
Paco Rabanne One Million Elixir Limited Edition,Paco Rabanne,bergamot apricot patchouli praline coconut ambergris,14,32,3,37,14
Paco Rabanne Invictus,Paco Rabanne,sour_cherry coconut bergamot,50,2,9,5,34
Paco Rabanne Invictus Intense,Paco Rabanne,nutmeg sour_cherry pink_pepper apple honey,12,5,22,29,32
Paco Rabanne Invictus Parfum,Paco Rabanne,black_cherry dried_fruits nutmeg cardamom,9,8,31,10,42
Paco Rabanne Invictus Eau de Parfum,Paco Rabanne,orange amberwood cashmeran,54,31,9,0,6
Paco Rabanne Invictus Extreme,Paco Rabanne,cherry_liqueur amberwood peach benzoin vetiver,6,53,1,16,24
Paco Rabanne Invictus Elixir,Paco Rabanne,cinnamon yuzu,63,7,26,0,4
Paco Rabanne Invictus Cologne,Paco Rabanne,lavender black_cherry saffron vanilla caramel,0,6,14,43,37
Paco Rabanne Invictus Limited Edition,Paco Rabanne,ambroxan ginger cacao oakmoss sandalwood,10,15,35,32,8
Paco Rabanne Invictus Victory,Paco Rabanne,melon cloves,3,11,20,0,66
Paco Rabanne Invictus Victory Intense,Paco Rabanne,pepper cedar petitgrain grapefruit sage,15,38,38,1,8
Paco Rabanne Invictus Victory Parfum,Paco Rabanne,cedarwood black_cherry amber grapefruit vetiver chocolate ambergris,17,21,9,27,26
Paco Rabanne Invictus Victory Eau de Parfum,Paco Rabanne,ambroxan oakmoss amberwood lime,51,37,6,0,6
Paco Rabanne Invictus Victory Extreme,Paco Rabanne,black_pepper yuzu orange apple dried_fruits lavender,31,8,47,0,14
Paco Rabanne Invictus Victory Elixir,Paco Rabanne,cedarwood lemon vanilla dried_fruits amberwood blackberry honey vetiver,19,22,7,35,17
Paco Rabanne Invictus Victory Cologne,Paco Rabanne,lemon lime cinnamon cloves caramel,45,7,21,21,6
Paco Rabanne Invictus Victory Limited Edition,Paco Rabanne,black_pepper ginger black_cherry benzoin licorice,5,5,35,17,38
Paco Rabanne Phantom,Paco Rabanne,pear oud black_cherry sandalwood amberwood,12,34,7,11,36
Paco Rabanne Phantom Intense,Paco Rabanne,lemon yuzu,63,8,10,9,10
Paco Rabanne Phantom Parfum,Paco Rabanne,bergamot lemon cedar saffron pineapple plum vetiver papyrus cloves,33,17,22,12,16
Paco Rabanne Phantom Eau de Parfum,Paco Rabanne,vetiver oud grapefruit petitgrain,50,44,6,0,0
Paco Rabanne Phantom Extreme,Paco Rabanne,pear nutmeg fig,2,7,49,3,39
Paco Rabanne Phantom Elixir,Paco Rabanne,birch orange pineapple petitgrain apple amberwood agarwood,13,48,10,10,19
Paco Rabanne Phantom Cologne,Paco Rabanne,blackcurrant pear cacao cedarwood birch benzoin,9,52,0,22,17
Paco Rabanne Phantom Limited Edition,Paco Rabanne,bergamot birch apple peach praline caramel,47,23,0,13,17
Paco Rabanne Pure XS,Paco Rabanne,rosewood chocolate cherry_liqueur,0,13,9,62,16
Paco Rabanne Pure XS Intense,Paco Rabanne,sage apricot fig,4,7,41,0,48
Paco Rabanne Pure XS Parfum,Paco Rabanne,tonka_bean yuzu lemon cardamom cinnamon,22,9,26,43,0
Paco Rabanne Pure XS Eau de Parfum,Paco Rabanne,bergamot yuzu pepper,69,3,16,0,12
Paco Rabanne Pure XS Extreme,Paco Rabanne,tonka_bean oakmoss sandalwood lime rosewood neroli licorice,20,45,0,34,1
Paco Rabanne Pure XS Elixir,Paco Rabanne,saffron lime cinnamon amberwood neroli,39,16,37,5,3
Paco Rabanne Pure XS Cologne,Paco Rabanne,praline pink_pepper melon chocolate,12,2,26,45,15
Paco Rabanne Pure XS Limited Edition,Paco Rabanne,cinnamon lime,35,8,39,9,9
Paco Rabanne Black XS,Paco Rabanne,patchouli mint,1,16,76,3,4
Paco Rabanne Black XS Intense,Paco Rabanne,yuzu cedarwood amberwood grapefruit honey papyrus,43,15,9,26,7
Paco Rabanne Black XS Parfum,Paco Rabanne,pink_pepper pineapple apple praline mint,0,3,64,15,18
Paco Rabanne Black XS Eau de Parfum,Paco Rabanne,orange oud patchouli rosewood neroli,61,27,6,0,6
Paco Rabanne Black XS Extreme,Paco Rabanne,raspberry orange black_pepper peach,28,6,14,8,44
Paco Rabanne Black XS Elixir,Paco Rabanne,mandarin oakmoss,52,43,2,3,0
Paco Rabanne Black XS Cologne,Paco Rabanne,neroli sour_cherry,21,9,10,8,52
Paco Rabanne Black XS Limited Edition,Paco Rabanne,black_cherry dried_fruits grapefruit benzoin caramel,27,7,10,20,36
Paco Rabanne Olympéa,Paco Rabanne,honey sage,12,3,50,30,5
Paco Rabanne Olympéa Intense,Paco Rabanne,neroli plum caramel coffee,39,12,5,31,13
Paco Rabanne Olympéa Parfum,Paco Rabanne,sour_cherry bergamot chocolate peach,30,6,1,36,27
Paco Rabanne Olympéa Eau de Parfum,Paco Rabanne,pepper mandarin cedar rosewood neroli,60,18,18,0,4
Paco Rabanne Olympéa Extreme,Paco Rabanne,dried_fruits oakmoss black_pepper chocolate,4,19,20,41,16
Paco Rabanne Olympéa Elixir,Paco Rabanne,cloves cardamom petitgrain,28,5,49,7,11
Paco Rabanne Olympéa Cologne,Paco Rabanne,cedarwood orange,31,58,5,0,6
Paco Rabanne Olympéa Limited Edition,Paco Rabanne,licorice tonka_bean cedar ambergris,2,29,11,58,0
Giorgio Armani Acqua Di Gio,Giorgio Armani,birch oakmoss petitgrain rosewood neroli,59,28,12,0,1
Giorgio Armani Acqua Di Gio Intense,Giorgio Armani,nutmeg bergamot amberwood petitgrain,58,24,15,0,3
Giorgio Armani Acqua Di Gio Parfum,Giorgio Armani,mandarin papyrus oud agarwood,57,34,6,0,3
Giorgio Armani Acqua Di Gio Eau de Parfum,Giorgio Armani,neroli ambroxan cedarwood petitgrain,47,37,6,0,10
Giorgio Armani Acqua Di Gio Extreme,Giorgio Armani,ambroxan yuzu cedarwood orange ambergris,51,29,9,0,11
Giorgio Armani Acqua Di Gio Elixir,Giorgio Armani,lemon grapefruit vetiver papyrus agarwood,49,35,12,0,4
Giorgio Armani Acqua Di Gio Cologne,Giorgio Armani,bergamot amberwood,64,18,6,0,12
Giorgio Armani Acqua Di Gio Limited Edition,Giorgio Armani,papyrus bergamot agarwood,66,25,6,0,3
Giorgio Armani Acqua Di Gio Profondo,Giorgio Armani,ambroxan birch orange oakmoss petitgrain cardamom,55,21,19,0,5
Giorgio Armani Acqua Di Gio Profondo Intense,Giorgio Armani,bergamot pink_pepper oud amberwood cinnamon vetiver,45,35,19,0,1
Giorgio Armani Acqua Di Gio Profondo Parfum,Giorgio Armani,neroli nutmeg lemon saffron,74,10,15,0,1
Giorgio Armani Acqua Di Gio Profondo Eau de Parfum,Giorgio Armani,mandarin birch lemon amberwood,59,28,12,0,1
Giorgio Armani Acqua Di Gio Profondo Extreme,Giorgio Armani,oakmoss lime grapefruit,50,41,8,0,1
Giorgio Armani Acqua Di Gio Profondo Elixir,Giorgio Armani,sandalwood yuzu,68,18,10,0,4
Giorgio Armani Acqua Di Gio Profondo Cologne,Giorgio Armani,birch grapefruit agarwood petitgrain,67,21,9,0,3
Giorgio Armani Acqua Di Gio Profondo Limited Edition,Giorgio Armani,birch lemon petitgrain amberwood sage vetiver,55,19,16,0,10
Giorgio Armani Armani Code,Giorgio Armani,birch orange,51,30,8,0,11
Giorgio Armani Armani Code Intense,Giorgio Armani,bergamot cedar amberwood grapefruit vetiver,71,20,7,0,2
Giorgio Armani Armani Code Parfum,Giorgio Armani,lemon cashmeran lime,67,14,10,0,9
Giorgio Armani Armani Code Eau de Parfum,Giorgio Armani,mandarin oud cashmeran,64,19,10,0,7
Giorgio Armani Armani Code Extreme,Giorgio Armani,bergamot birch neroli mint cloves agarwood ambergris,48,36,13,0,3
Giorgio Armani Armani Code Elixir,Giorgio Armani,vetiver amberwood cedar lime,63,21,9,0,7
Giorgio Armani Armani Code Cologne,Giorgio Armani,neroli lavender yuzu,66,5,19,0,10
Giorgio Armani Armani Code Limited Edition,Giorgio Armani,ambroxan pink_pepper orange sandalwood lime,63,13,19,0,5
Giorgio Armani Code Profumo,Giorgio Armani,cedarwood ambroxan yuzu petitgrain,74,13,6,0,7
Giorgio Armani Code Profumo Intense,Giorgio Armani,yuzu orange oakmoss sandalwood amberwood,50,28,10,0,12
Giorgio Armani Code Profumo Parfum,Giorgio Armani,neroli nutmeg cardamom grapefruit,67,10,17,0,6
Giorgio Armani Code Profumo Eau de Parfum,Giorgio Armani,patchouli bergamot lemon,63,24,10,0,3
Giorgio Armani Code Profumo Extreme,Giorgio Armani,rosewood birch lemon,47,37,11,0,5
Giorgio Armani Code Profumo Elixir,Giorgio Armani,orange cashmeran amberwood cinnamon cloves,56,17,19,0,8
Giorgio Armani Code Profumo Cologne,Giorgio Armani,yuzu ginger oud cashmeran saffron,53,29,14,0,4
Giorgio Armani Code Profumo Limited Edition,Giorgio Armani,birch lemon amberwood,47,33,11,0,9
Giorgio Armani Stronger With You,Giorgio Armani,mandarin amberwood grapefruit,73,14,5,0,8
Giorgio Armani Stronger With You Intense,Giorgio Armani,melon bergamot lemon,69,11,6,0,14
Giorgio Armani Stronger With You Parfum,Giorgio Armani,ginger petitgrain rosewood neroli lavender,48,23,18,0,11
Giorgio Armani Stronger With You Eau de Parfum,Giorgio Armani,mandarin cinnamon,71,10,16,0,3
Giorgio Armani Stronger With You Extreme,Giorgio Armani,birch sandalwood lemon petitgrain papyrus,48,41,6,0,5
Giorgio Armani Stronger With You Elixir,Giorgio Armani,birch rosewood orange bergamot,63,28,8,0,1
Giorgio Armani Stronger With You Cologne,Giorgio Armani,grapefruit agarwood petitgrain,58,29,9,0,4
Giorgio Armani Stronger With You Limited Edition,Giorgio Armani,bergamot amberwood lime,57,31,5,0,7
Giorgio Armani Stronger With You Intensely,Giorgio Armani,lemon cedar cardamom grapefruit agarwood,68,16,14,0,2
Giorgio Armani Stronger With You Intensely Intense,Giorgio Armani,yuzu ginger lime amberwood cardamom vetiver,67,20,13,0,0
Giorgio Armani Stronger With You Intensely Parfum,Giorgio Armani,bergamot birch rosewood neroli agarwood,50,39,8,0,3
Giorgio Armani Stronger With You Intensely Eau de Parfum,Giorgio Armani,oud bergamot lemon ambergris,66,19,11,0,4
Giorgio Armani Stronger With You Intensely Extreme,Giorgio Armani,bergamot mandarin birch cardamom papyrus agarwood,51,24,14,0,11
Giorgio Armani Stronger With You Intensely Elixir,Giorgio Armani,cedarwood oud nutmeg lime,48,28,19,0,5
Giorgio Armani Stronger With You Intensely Cologne,Giorgio Armani,cedarwood yuzu,48,31,12,0,9
Giorgio Armani Stronger With You Intensely Limited Edition,Giorgio Armani,cashmeran orange oakmoss petitgrain,69,18,8,0,5
Giorgio Armani Sì,Giorgio Armani,neroli sage cardamom mandarin,74,5,18,0,3
Giorgio Armani Sì Intense,Giorgio Armani,ambroxan orange lemon patchouli ambergris,68,25,7,0,0
